fiscal_year,fiscal_month,it_tower_id,it_sub_tower_id,service_id,allocation_method,allocation_value,description
2025,3,platform,middleware,erp,usage_based,0.52,ERPサービスのミドルウェアリソース利用
2025,3,platform,middleware,crm,usage_based,0.48,CRMサービスのミドルウェアリソース利用
2025,3,application,app_development,crm,direct,0.62,CRMサービスのアプリケーション開発リソース利用
2025,3,application,app_development,sales_force,direct,0.38,営業支援サービスのアプリケーション開発リソース利用
2025,3,application,app_support,erp,direct,0.52,ERPサービスのアプリケーションサポートリソース利用
2025,3,application,app_support,crm,direct,0.38,CRMサービスのアプリケーションサポートリソース利用
2025,3,application,app_support,sales_force,direct,0.1,営業支援サービスのアプリケーションサポートリソース利用
2025,3,application,business_software,erp,direct,0.42,ERPサービスのビジネスソフトウェアリソース利用
2025,3,application,business_software,crm,direct,0.28,CRMサービスのビジネスソフトウェアリソース利用
2025,3,application,business_software,sales_force,direct,0.3,営業支援サービスのビジネスソフトウェアリソース利用
2025,3,end_user,workspace,email,user_count,0.22,メールサービスのワークスペースリソース利用
2025,3,end_user,workspace,collaboration,user_count,0.38,コラボレーションサービスのワークスペースリソース利用
2025,3,end_user,workspace,file_sharing,user_count,0.12,ファイル共有サービスのワークスペースリソース利用
2025,3,end_user,workspace,remote_access,user_count,0.28,リモートアクセスサービスのワークスペースリソース利用
2025,3,end_user,end_user_software,email,direct,0.42,メールサービスのエンドユーザーソフトウェアリソース利用
2025,3,end_user,end_user_software,collaboration,direct,0.58,コラボレーションサービスのエンドユーザーソフトウェアリソース利用
2025,3,end_user,helpdesk,helpdesk,direct,1.0,ヘルプデスクサービスのヘルプデスクリソース利用
2025,3,security,security_ops,security_service,direct,1.0,セキュリティサービスのセキュリティリソース利用
2025,3,data_center,enterprise_dc,erp,usage_based,0.22,ERPサービスのデータセンターリソース利用
2025,3,data_center,enterprise_dc,crm,usage_based,0.28,CRMサービスのデータセンターリソース利用
2025,3,data_center,enterprise_dc,sales_force,usage_based,0.1,営業支援サービスのデータセンターリソース利用
2025,3,data_center,enterprise_dc,email,usage_based,0.1,メールサービスのデータセンターリソース利用
2025,3,data_center,enterprise_dc,collaboration,usage_based,0.1,コラボレーションサービスのデータセンターリソース利用
2025,3,data_center,enterprise_dc,file_sharing,usage_based,0.1,ファイル共有サービスのデータセンターリソース利用
2025,3,data_center,enterprise_dc,database_service,usage_based,0.1,データベースサービスのデータセンターリソース利用
2025,3,it_management,it_finance,erp,consumption_based,0.25,IT for IT - ERPサービスのIT管理コスト
2025,3,it_management,it_finance,crm,consumption_based,0.20,IT for IT - CRMサービスのIT管理コスト
2025,3,it_management,it_finance,email,consumption_based,0.15,IT for IT - メールサービスのIT管理コスト
2025,3,it_management,it_finance,collaboration,consumption_based,0.10,IT for IT - コラボレーションサービスのIT管理コスト
2025,3,it_management,it_finance,security_service,consumption_based,0.20,IT for IT - セキュリティサービスのIT管理コスト
2025,3,it_management,it_finance,file_sharing,consumption_based,0.10,IT for IT - ファイル共有サービスのIT管理コスト
2025,3,it_management,strategy_planning,erp,consumption_based,0.30,IT for IT - ERPサービスの戦略計画コスト
2025,3,it_management,strategy_planning,crm,consumption_based,0.25,IT for IT - CRMサービスの戦略計画コスト
2025,3,it_management,strategy_planning,security_service,consumption_based,0.25,IT for IT - セキュリティサービスの戦略計画コスト
2025,3,it_management,strategy_planning,remote_access,consumption_based,0.20,IT for IT - リモートアクセスサービスの戦略計画コスト
